ZONA;SEÇÃO;LOCAL;ENDEREÇO;BAIRRO;ELEITORES
63;69;UNIDADE ESCOLAR DOUTOR AGNELO PEREIRA DA SILVA;RUA ANCHIETA, 2461, EM FRENTE À QUADRA 31, DIRCEU ARCOVERDE I;ITARARÉ;292
63;70;UNIDADE ESCOLAR DOUTOR AGNELO PEREIRA DA SILVA;RUA ANCHIETA, 2461, EM FRENTE À QUADRA 31, DIRCEU ARCOVERDE I;ITARARÉ;288
63;342;UNIDADE ESCOLAR DOUTOR AGNELO PEREIRA DA SILVA;RUA ANCHIETA, 2461, EM FRENTE À QUADRA 31, DIRCEU ARCOVERDE I;ITARARÉ;289
63;152;UNIDADE ESCOLAR DOUTOR FONTES IBIAPINA;RUA SENADOR VALDEMAR SANTOS, 3300;RENASCENÇA;321
63;153;UNIDADE ESCOLAR DOUTOR FONTES IBIAPINA;RUA SENADOR VALDEMAR SANTOS, 3300;RENASCENÇA;321
63;154;UNIDADE ESCOLAR DOUTOR FONTES IBIAPINA;RUA SENADOR VALDEMAR SANTOS, 3300;RENASCENÇA;321
63;155;UNIDADE ESCOLAR DOUTOR FONTES IBIAPINA;RUA SENADOR VALDEMAR SANTOS, 3300;RENASCENÇA;322
63;156;UNIDADE ESCOLAR DOUTOR FONTES IBIAPINA;RUA SENADOR VALDEMAR SANTOS, 3300;RENASCENÇA;319
63;157;UNIDADE ESCOLAR DOUTOR FONTES IBIAPINA;RUA SENADOR VALDEMAR SANTOS, 3300;RENASCENÇA;320
63;158;UNIDADE ESCOLAR DOUTOR FONTES IBIAPINA;RUA SENADOR VALDEMAR SANTOS, 3300;RENASCENÇA;317
63;159;UNIDADE ESCOLAR DOUTOR FONTES IBIAPINA;RUA SENADOR VALDEMAR SANTOS, 3300;RENASCENÇA;319
63;160;UNIDADE ESCOLAR DOUTOR FONTES IBIAPINA;RUA SENADOR VALDEMAR SANTOS, 3300;RENASCENÇA;318
63;161;UNIDADE ESCOLAR DOUTOR FONTES IBIAPINA;RUA SENADOR VALDEMAR SANTOS, 3300;RENASCENÇA;319
63;41;UNIDADE ESCOLAR FRANCISCO CÉSAR DE ARAÚJO ;CONJUNTO DIRCEU ARCOVERDE II, RUA 54, 3735;ITARARÉ;323
63;42;UNIDADE ESCOLAR FRANCISCO CÉSAR DE ARAÚJO ;CONJUNTO DIRCEU ARCOVERDE II, RUA 54, 3735;ITARARÉ;323
63;43;UNIDADE ESCOLAR FRANCISCO CÉSAR DE ARAÚJO ;CONJUNTO DIRCEU ARCOVERDE II, RUA 54, 3735;ITARARÉ;324
63;44;UNIDADE ESCOLAR FRANCISCO CÉSAR DE ARAÚJO ;CONJUNTO DIRCEU ARCOVERDE II, RUA 54, 3735;ITARARÉ;323
63;45;UNIDADE ESCOLAR FRANCISCO CÉSAR DE ARAÚJO ;CONJUNTO DIRCEU ARCOVERDE II, RUA 54, 3735;ITARARÉ;320
63;74;UNIDADE ESCOLAR FRANCISCO CÉSAR DE ARAÚJO ;CONJUNTO DIRCEU ARCOVERDE II, RUA 54, 3735;ITARARÉ;324
63;75;UNIDADE ESCOLAR FRANCISCO CÉSAR DE ARAÚJO ;CONJUNTO DIRCEU ARCOVERDE II, RUA 54, 3735;ITARARÉ;322
63;16;UNIDADE ESCOLAR FREI HELIODÓRIO;RUA PROFESSOR ALCOBAÇA, S/N, POR TRÁS DA UESPI (CAMPOS CLÓVIS MOURA);ITARARÉ;286
63;17;UNIDADE ESCOLAR FREI HELIODÓRIO;RUA PROFESSOR ALCOBAÇA, S/N, POR TRÁS DA UESPI (CAMPOS CLÓVIS MOURA);ITARARÉ;284
63;18;UNIDADE ESCOLAR FREI HELIODÓRIO;RUA PROFESSOR ALCOBAÇA, S/N, POR TRÁS DA UESPI (CAMPOS CLÓVIS MOURA);ITARARÉ;288
63;19;UNIDADE ESCOLAR FREI HELIODÓRIO;RUA PROFESSOR ALCOBAÇA, S/N, POR TRÁS DA UESPI (CAMPOS CLÓVIS MOURA);ITARARÉ;289
63;20;UNIDADE ESCOLAR FREI HELIODÓRIO;RUA PROFESSOR ALCOBAÇA, S/N, POR TRÁS DA UESPI (CAMPOS CLÓVIS MOURA);ITARARÉ;287
63;35;UNIDADE ESCOLAR FREI HELIODÓRIO;RUA PROFESSOR ALCOBAÇA, S/N, POR TRÁS DA UESPI (CAMPOS CLÓVIS MOURA);ITARARÉ;287
63;36;UNIDADE ESCOLAR FREI HELIODÓRIO;RUA PROFESSOR ALCOBAÇA, S/N, POR TRÁS DA UESPI (CAMPOS CLÓVIS MOURA);ITARARÉ;288
63;68;UNIDADE ESCOLAR FREI HELIODÓRIO;RUA PROFESSOR ALCOBAÇA, S/N, POR TRÁS DA UESPI (CAMPOS CLÓVIS MOURA);ITARARÉ;288
63;349;UNIDADE ESCOLAR FREI HELIODÓRIO;RUA PROFESSOR ALCOBAÇA, S/N, POR TRÁS DA UESPI (CAMPOS CLÓVIS MOURA);ITARARÉ;288
63;212;UNIDADE ESCOLAR MELVIN JONES;RUA SUIÇA, S/N;SÃO JOÃO;263
63;213;UNIDADE ESCOLAR MELVIN JONES;RUA SUIÇA, S/N;SÃO JOÃO;253
63;214;UNIDADE ESCOLAR MELVIN JONES;RUA SUIÇA, S/N;SÃO JOÃO;248
63;215;UNIDADE ESCOLAR MELVIN JONES;RUA SUIÇA, S/N;SÃO JOÃO;270
63;216;UNIDADE ESCOLAR MELVIN JONES;RUA SUIÇA, S/N;SÃO JOÃO;259
63;217;UNIDADE ESCOLAR MELVIN JONES;RUA SUIÇA, S/N;SÃO JOÃO;258
63;218;UNIDADE ESCOLAR MELVIN JONES;RUA SUIÇA, S/N;SÃO JOÃO;261
63;219;UNIDADE ESCOLAR MELVIN JONES;RUA SUIÇA, S/N;SÃO JOÃO;260
63;220;UNIDADE ESCOLAR MELVIN JONES;RUA SUIÇA, S/N;SÃO JOÃO;266
63;177;UNIDADE ESCOLAR PROFESSOR FLORESTAN FERNANDES;AVENIDA PRINCIPAL, S/N, RESIDENCIAL DEUS QUER;BOM PRINCÍPIO;354
63;248;UNIDADE ESCOLAR PROFESSOR FLORESTAN FERNANDES;AVENIDA PRINCIPAL, S/N, RESIDENCIAL DEUS QUER;BOM PRINCÍPIO;353
63;271;UNIDADE ESCOLAR PROFESSOR FLORESTAN FERNANDES;AVENIDA PRINCIPAL, S/N, RESIDENCIAL DEUS QUER;BOM PRINCÍPIO;348
63;295;UNIDADE ESCOLAR PROFESSOR FLORESTAN FERNANDES;AVENIDA PRINCIPAL, S/N, RESIDENCIAL DEUS QUER;BOM PRINCÍPIO;341
63;330;UNIDADE ESCOLAR PROFESSOR FLORESTAN FERNANDES;AVENIDA PRINCIPAL, S/N, RESIDENCIAL DEUS QUER;BOM PRINCÍPIO;343
63;201;UNIDADE ESCOLAR PROFESSOR JOCA VIEIRA;RUA PEDRO CONDE, 220;SÃO JOÃO;319
63;202;UNIDADE ESCOLAR PROFESSOR JOCA VIEIRA;RUA PEDRO CONDE, 220;SÃO JOÃO;312
63;203;UNIDADE ESCOLAR PROFESSOR JOCA VIEIRA;RUA PEDRO CONDE, 220;SÃO JOÃO;313
63;204;UNIDADE ESCOLAR PROFESSOR JOCA VIEIRA;RUA PEDRO CONDE, 220;SÃO JOÃO;315
63;205;UNIDADE ESCOLAR PROFESSOR JOCA VIEIRA;RUA PEDRO CONDE, 220;SÃO JOÃO;311
63;206;UNIDADE ESCOLAR PROFESSOR JOCA VIEIRA;RUA PEDRO CONDE, 220;SÃO JOÃO;321
63;222;UNIDADE ESCOLAR PROFESSOR JOCA VIEIRA;RUA PEDRO CONDE, 220;SÃO JOÃO;262
63;223;UNIDADE ESCOLAR PROFESSOR JOCA VIEIRA;RUA PEDRO CONDE, 220;SÃO JOÃO;260
63;249;UNIDADE ESCOLAR PROFESSOR JOCA VIEIRA;RUA PEDRO CONDE, 220;SÃO JOÃO;316
63;321;UNIDADE ESCOLAR PROFESSOR JOCA VIEIRA;RUA PEDRO CONDE, 220;SÃO JOÃO;263
63;207;UNIDADE ESCOLAR PROFESSOR JOSÉ AMÁVEL;RUA ALARICO CUNHA, S/N;NOIVOS;232
63;208;UNIDADE ESCOLAR PROFESSOR JOSÉ AMÁVEL;RUA ALARICO CUNHA, S/N;NOIVOS;233
63;209;UNIDADE ESCOLAR PROFESSOR JOSÉ AMÁVEL;RUA ALARICO CUNHA, S/N;NOIVOS;232
63;210;UNIDADE ESCOLAR PROFESSOR JOSÉ AMÁVEL;RUA ALARICO CUNHA, S/N;NOIVOS;231
63;211;UNIDADE ESCOLAR PROFESSOR JOSÉ AMÁVEL;RUA ALARICO CUNHA, S/N;NOIVOS;228
63;224;UNIDADE ESCOLAR PROFESSOR JOSÉ AMÁVEL;RUA ALARICO CUNHA, S/N;NOIVOS;232
63;225;UNIDADE ESCOLAR PROFESSOR JOSÉ AMÁVEL;RUA ALARICO CUNHA, S/N;NOIVOS;233
63;226;UNIDADE ESCOLAR PROFESSOR JOSÉ AMÁVEL;RUA ALARICO CUNHA, S/N;NOIVOS;232
63;346;UNIDADE ESCOLAR PROFESSOR JOSÉ AMÁVEL;RUA ALARICO CUNHA, S/N;NOIVOS;232
63;71;UNIDADE ESCOLAR PROFESSOR PINHEIRO MACHADO;EM FRENTE A QUADRA 31 NO CONJUNTO DIRCEU ARCOVERDE I;ITARARÉ;340
63;72;UNIDADE ESCOLAR PROFESSOR PINHEIRO MACHADO;EM FRENTE A QUADRA 31 NO CONJUNTO DIRCEU ARCOVERDE I;ITARARÉ;337
63;73;UNIDADE ESCOLAR PROFESSOR PINHEIRO MACHADO;EM FRENTE A QUADRA 31 NO CONJUNTO DIRCEU ARCOVERDE I;ITARARÉ;341
63;278;UNIDADE ESCOLAR PROFESSOR PINHEIRO MACHADO;EM FRENTE A QUADRA 31 NO CONJUNTO DIRCEU ARCOVERDE I;ITARARÉ;340
63;322;UNIDADE ESCOLAR PROFESSOR PINHEIRO MACHADO;EM FRENTE A QUADRA 31 NO CONJUNTO DIRCEU ARCOVERDE I;ITARARÉ;338
63;109;UNIDADE ESCOLAR PROFESSOR RALDIR CAVALCANTE BASTOS;RUA DOIS, 2310 - EM FRENTE A PRAÇA DO RENASCENCA II;RENASCENÇA;294
63;110;UNIDADE ESCOLAR PROFESSOR RALDIR CAVALCANTE BASTOS;RUA DOIS, 2310 - EM FRENTE A PRAÇA DO RENASCENCA II;RENASCENÇA;298
63;111;UNIDADE ESCOLAR PROFESSOR RALDIR CAVALCANTE BASTOS;RUA DOIS, 2310 - EM FRENTE A PRAÇA DO RENASCENCA II;RENASCENÇA;290
63;112;UNIDADE ESCOLAR PROFESSOR RALDIR CAVALCANTE BASTOS;RUA DOIS, 2310 - EM FRENTE A PRAÇA DO RENASCENCA II;RENASCENÇA;297
63;113;UNIDADE ESCOLAR PROFESSOR RALDIR CAVALCANTE BASTOS;RUA DOIS, 2310 - EM FRENTE A PRAÇA DO RENASCENCA II;RENASCENÇA;296
63;114;UNIDADE ESCOLAR PROFESSOR RALDIR CAVALCANTE BASTOS;RUA DOIS, 2310 - EM FRENTE A PRAÇA DO RENASCENCA II;RENASCENÇA;300
63;115;UNIDADE ESCOLAR PROFESSOR RALDIR CAVALCANTE BASTOS;RUA DOIS, 2310 - EM FRENTE A PRAÇA DO RENASCENCA II;RENASCENÇA;294
63;116;UNIDADE ESCOLAR PROFESSOR RALDIR CAVALCANTE BASTOS;RUA DOIS, 2310 - EM FRENTE A PRAÇA DO RENASCENCA II;RENASCENÇA;294
63;117;UNIDADE ESCOLAR PROFESSOR RALDIR CAVALCANTE BASTOS;RUA DOIS, 2310 - EM FRENTE A PRAÇA DO RENASCENCA II;RENASCENÇA;296
63;118;UNIDADE ESCOLAR PROFESSOR RALDIR CAVALCANTE BASTOS;RUA DOIS, 2310 - EM FRENTE A PRAÇA DO RENASCENCA II;RENASCENÇA;306
63;329;UNIDADE ESCOLAR PROFESSOR RALDIR CAVALCANTE BASTOS;RUA DOIS, 2310 - EM FRENTE A PRAÇA DO RENASCENCA II;RENASCENÇA;291
63;259;UNIDADE ESCOLAR PROFESSOR RUY LEITE BERGER;RUA ALTAIR, 6601;GURUPI;372
63;282;UNIDADE ESCOLAR PROFESSOR RUY LEITE BERGER;RUA ALTAIR, 6601;GURUPI;318
63;311;UNIDADE ESCOLAR PROFESSOR RUY LEITE BERGER;RUA ALTAIR, 6601;GURUPI;317
63;319;UNIDADE ESCOLAR PROFESSOR RUY LEITE BERGER;RUA ALTAIR, 6601;GURUPI;316
63;82;UNIDADE ESCOLAR PROFESSORA ADAMIR LEAL;CONJUNTO DIRCEU ARCOVERDE II, RUA 54, 3353;ITARARÉ;300
63;83;UNIDADE ESCOLAR PROFESSORA ADAMIR LEAL;CONJUNTO DIRCEU ARCOVERDE II, RUA 54, 3353;ITARARÉ;301
63;84;UNIDADE ESCOLAR PROFESSORA ADAMIR LEAL;CONJUNTO DIRCEU ARCOVERDE II, RUA 54, 3353;ITARARÉ;299
63;85;UNIDADE ESCOLAR PROFESSORA ADAMIR LEAL;CONJUNTO DIRCEU ARCOVERDE II, RUA 54, 3353;ITARARÉ;307
63;86;UNIDADE ESCOLAR PROFESSORA ADAMIR LEAL;CONJUNTO DIRCEU ARCOVERDE II, RUA 54, 3353;ITARARÉ;299
63;87;UNIDADE ESCOLAR PROFESSORA ADAMIR LEAL;CONJUNTO DIRCEU ARCOVERDE II, RUA 54, 3353;ITARARÉ;293
63;8;UNIDADE ESCOLAR PROFESSORA JÚLIA NUNES ALVES;AVENIDA ITARARÉ, S/N, PRÓXIMO AO CAMPUS DA UESPI;ITARARÉ;318
63;9;UNIDADE ESCOLAR PROFESSORA JÚLIA NUNES ALVES;AVENIDA ITARARÉ, S/N, PRÓXIMO AO CAMPUS DA UESPI;ITARARÉ;319
63;10;UNIDADE ESCOLAR PROFESSORA JÚLIA NUNES ALVES;AVENIDA ITARARÉ, S/N, PRÓXIMO AO CAMPUS DA UESPI;ITARARÉ;337
63;26;UNIDADE ESCOLAR PROFESSORA JÚLIA NUNES ALVES;AVENIDA ITARARÉ, S/N, PRÓXIMO AO CAMPUS DA UESPI;ITARARÉ;318
63;27;UNIDADE ESCOLAR PROFESSORA JÚLIA NUNES ALVES;AVENIDA ITARARÉ, S/N, PRÓXIMO AO CAMPUS DA UESPI;ITARARÉ;317
63;28;UNIDADE ESCOLAR PROFESSORA JÚLIA NUNES ALVES;AVENIDA ITARARÉ, S/N, PRÓXIMO AO CAMPUS DA UESPI;ITARARÉ;296
63;29;UNIDADE ESCOLAR PROFESSORA JÚLIA NUNES ALVES;AVENIDA ITARARÉ, S/N, PRÓXIMO AO CAMPUS DA UESPI;ITARARÉ;310
63;30;UNIDADE ESCOLAR PROFESSORA JÚLIA NUNES ALVES;AVENIDA ITARARÉ, S/N, PRÓXIMO AO CAMPUS DA UESPI;ITARARÉ;305
63;31;UNIDADE ESCOLAR PROFESSORA JÚLIA NUNES ALVES;AVENIDA ITARARÉ, S/N, PRÓXIMO AO CAMPUS DA UESPI;ITARARÉ;297
63;324;UNIDADE ESCOLAR PROFESSORA JÚLIA NUNES ALVES;AVENIDA ITARARÉ, S/N, PRÓXIMO AO CAMPUS DA UESPI;ITARARÉ;84
63;1;UNIDADE ESCOLAR PROFESSORA MARIA DO CARMO REVERDOSA DA CRUZ;AVENIDA GILBALTA, S/N, PRÓXIMO AO CAMPUS SUDESTE DA UESPI;ITARARÉ;284
63;11;UNIDADE ESCOLAR PROFESSORA MARIA DO CARMO REVERDOSA DA CRUZ;AVENIDA GILBALTA, S/N, PRÓXIMO AO CAMPUS SUDESTE DA UESPI;ITARARÉ;281
63;12;UNIDADE ESCOLAR PROFESSORA MARIA DO CARMO REVERDOSA DA CRUZ;AVENIDA GILBALTA, S/N, PRÓXIMO AO CAMPUS SUDESTE DA UESPI;ITARARÉ;281
63;13;UNIDADE ESCOLAR PROFESSORA MARIA DO CARMO REVERDOSA DA CRUZ;AVENIDA GILBALTA, S/N, PRÓXIMO AO CAMPUS SUDESTE DA UESPI;ITARARÉ;269
63;14;UNIDADE ESCOLAR PROFESSORA MARIA DO CARMO REVERDOSA DA CRUZ;AVENIDA GILBALTA, S/N, PRÓXIMO AO CAMPUS SUDESTE DA UESPI;ITARARÉ;278
63;15;UNIDADE ESCOLAR PROFESSORA MARIA DO CARMO REVERDOSA DA CRUZ;AVENIDA GILBALTA, S/N, PRÓXIMO AO CAMPUS SUDESTE DA UESPI;ITARARÉ;289
63;32;UNIDADE ESCOLAR PROFESSORA MARIA DO CARMO REVERDOSA DA CRUZ;AVENIDA GILBALTA, S/N, PRÓXIMO AO CAMPUS SUDESTE DA UESPI;ITARARÉ;268
63;33;UNIDADE ESCOLAR PROFESSORA MARIA DO CARMO REVERDOSA DA CRUZ;AVENIDA GILBALTA, S/N, PRÓXIMO AO CAMPUS SUDESTE DA UESPI;ITARARÉ;276
63;34;UNIDADE ESCOLAR PROFESSORA MARIA DO CARMO REVERDOSA DA CRUZ;AVENIDA GILBALTA, S/N, PRÓXIMO AO CAMPUS SUDESTE DA UESPI;ITARARÉ;270
63;293;UNIDADE ESCOLAR PROFESSORA MARIA DO CARMO REVERDOSA DA CRUZ;AVENIDA GILBALTA, S/N, PRÓXIMO AO CAMPUS SUDESTE DA UESPI;ITARARÉ;270
63;2;UNIDADE ESCOLAR SANTA INÊS;AVENIDA PRINCIPAL DO CONJUNTO DIRCEU ARCOVERDE I, S/N;ITARARÉ;327
63;3;UNIDADE ESCOLAR SANTA INÊS;AVENIDA PRINCIPAL DO CONJUNTO DIRCEU ARCOVERDE I, S/N;ITARARÉ;328
63;4;UNIDADE ESCOLAR SANTA INÊS;AVENIDA PRINCIPAL DO CONJUNTO DIRCEU ARCOVERDE I, S/N;ITARARÉ;325
63;5;UNIDADE ESCOLAR SANTA INÊS;AVENIDA PRINCIPAL DO CONJUNTO DIRCEU ARCOVERDE I, S/N;ITARARÉ;325
63;260;UNIDADE ESCOLAR SANTA INÊS;AVENIDA PRINCIPAL DO CONJUNTO DIRCEU ARCOVERDE I, S/N;ITARARÉ;324
63;291;UNIDADE ESCOLAR SANTA INÊS;AVENIDA PRINCIPAL DO CONJUNTO DIRCEU ARCOVERDE I, S/N;ITARARÉ;327
63;335;UNIDADE ESCOLAR SANTA INÊS;AVENIDA PRINCIPAL DO CONJUNTO DIRCEU ARCOVERDE I, S/N;ITARARÉ;325
97;127;ACADEPOL - ACADEMIA DE POLÍCIA CIVIL;RUA FRANCISCA DE MELO LOBO, 505;SACI;283
97;128;ACADEPOL - ACADEMIA DE POLÍCIA CIVIL;RUA FRANCISCA DE MELO LOBO, 505;SACI;312
97;129;ACADEPOL - ACADEMIA DE POLÍCIA CIVIL;RUA FRANCISCA DE MELO LOBO, 505;SACI;312
97;130;ACADEPOL - ACADEMIA DE POLÍCIA CIVIL;RUA FRANCISCA DE MELO LOBO, 505;SACI;296
97;131;ACADEPOL - ACADEMIA DE POLÍCIA CIVIL;RUA FRANCISCA DE MELO LOBO, 505;SACI;290
97;132;ACADEPOL - ACADEMIA DE POLÍCIA CIVIL;RUA FRANCISCA DE MELO LOBO, 505;SACI;309
97;187;ACADEPOL - ACADEMIA DE POLÍCIA CIVIL;RUA FRANCISCA DE MELO LOBO, 505;SACI;294
97;561;ACADEPOL - ACADEMIA DE POLÍCIA CIVIL;RUA FRANCISCA DE MELO LOBO, 505;SACI;91
97;357;AGÊNCIA DE DESENVOLVIMENTO HABITACIONAL  - ADH;AV. JOSÉ DOS SANTOS E SILVA, 1155, CENTRO-SUL;CENTRO;312
97;574;AGÊNCIA DE DESENVOLVIMENTO HABITACIONAL  - ADH;AV. JOSÉ DOS SANTOS E SILVA, 1155, CENTRO-SUL;CENTRO;64
97;11;ASSOCIACAO DOS CEGOS DO PIAUI;RUA BENEDITINOS, 537;SAO PEDRO;283
97;12;ASSOCIACAO DOS CEGOS DO PIAUI;RUA BENEDITINOS, 537;SAO PEDRO;284
97;13;ASSOCIACAO DOS CEGOS DO PIAUI;RUA BENEDITINOS, 537;SAO PEDRO;282
97;209;ASSOCIACAO DOS CEGOS DO PIAUI;RUA BENEDITINOS, 537;SAO PEDRO;283
97;591;ASSOCIACAO DOS CEGOS DO PIAUI;RUA BENEDITINOS, 537;SAO PEDRO;283
97;367;BIBLIOTECA PUBLICA CROMWELL WALL DE CARVALHO;PRACA DEMOSTENES AVELINO (FRIPISA), 1788;CENTRO;295
97;518;BIBLIOTECA PUBLICA CROMWELL WALL DE CARVALHO;PRACA DEMOSTENES AVELINO (FRIPISA), 1788;CENTRO;144
97;552;BIBLIOTECA PUBLICA CROMWELL WALL DE CARVALHO;PRACA DEMOSTENES AVELINO (FRIPISA), 1788;CENTRO;291
97;606;C. CIL - UNIDADE ESCOLAR N.SRA. DO PERPÉTUO SOCORRO;RODOVIA PI-130, KM 17;CERAMICA CIL;276
97;622;C. CIL - UNIDADE ESCOLAR N.SRA. DO PERPÉTUO SOCORRO;RODOVIA PI-130, KM 17;CERAMICA CIL;279
97;641;C. CIL - UNIDADE ESCOLAR N.SRA. DO PERPÉTUO SOCORRO;RODOVIA PI-130, KM 17;CERAMICA CIL;242
97;449;CEJA PROFª MARIA RODRIGUES DAS MERCEDES (ANTIGA U.E.TERESINHA NUNES);RUA DAVID CALDAS, 1551, ESQUINA COM RUA JOÃO VIRGÍLIO;VERMELHA;188
97;450;CEJA PROFª MARIA RODRIGUES DAS MERCEDES (ANTIGA U.E.TERESINHA NUNES);RUA DAVID CALDAS, 1551, ESQUINA COM RUA JOÃO VIRGÍLIO;VERMELHA;188
97;451;CEJA PROFª MARIA RODRIGUES DAS MERCEDES (ANTIGA U.E.TERESINHA NUNES);RUA DAVID CALDAS, 1551, ESQUINA COM RUA JOÃO VIRGÍLIO;VERMELHA;187
97;452;CEJA PROFª MARIA RODRIGUES DAS MERCEDES (ANTIGA U.E.TERESINHA NUNES);RUA DAVID CALDAS, 1551, ESQUINA COM RUA JOÃO VIRGÍLIO;VERMELHA;188
97;453;CEJA PROFª MARIA RODRIGUES DAS MERCEDES (ANTIGA U.E.TERESINHA NUNES);RUA DAVID CALDAS, 1551, ESQUINA COM RUA JOÃO VIRGÍLIO;VERMELHA;188
97;454;CEJA PROFª MARIA RODRIGUES DAS MERCEDES (ANTIGA U.E.TERESINHA NUNES);RUA DAVID CALDAS, 1551, ESQUINA COM RUA JOÃO VIRGÍLIO;VERMELHA;187
97;455;CEJA PROFª MARIA RODRIGUES DAS MERCEDES (ANTIGA U.E.TERESINHA NUNES);RUA DAVID CALDAS, 1551, ESQUINA COM RUA JOÃO VIRGÍLIO;VERMELHA;187
97;139;CENTRO DE ARTES MARCIAIS SARAH MENEZES;AV.DR. LUÍS PIRES CHAVES (AV. PRINCIPAL), 918 / 1120;SACI;287
97;413;CENTRO DE CIENCIAS DA SAUDE (CCS) - UFPI;AV. FREI SERAFIM,  2280;CENTRO;115
97;414;CENTRO DE CIENCIAS DA SAUDE (CCS) - UFPI;AV. FREI SERAFIM,  2280;CENTRO;112
97;456;CENTRO DE CIENCIAS DA SAUDE (CCS) - UFPI;AV. FREI SERAFIM,  2280;CENTRO;315
97;568;CENTRO DE CIENCIAS DA SAUDE (CCS) - UFPI;AV. FREI SERAFIM,  2280;CENTRO;107
97;415;CENTRO INTEGRADO DE SAÚDE LINEU ARAUJO;RUA MAGALHAES FILHO, 152, CENTRO-SUL;CENTRO;109
97;500;CENTRO UNIVERSITÁRIO SANTO AGOSTINHO - UNIFSA;AV. PROF. VALTER ALENCAR,  665;SAO PEDRO;298
97;501;CENTRO UNIVERSITÁRIO SANTO AGOSTINHO - UNIFSA;AV. PROF. VALTER ALENCAR,  665;SAO PEDRO;298
97;502;CENTRO UNIVERSITÁRIO SANTO AGOSTINHO - UNIFSA;AV. PROF. VALTER ALENCAR,  665;SAO PEDRO;297
97;503;CENTRO UNIVERSITÁRIO SANTO AGOSTINHO - UNIFSA;AV. PROF. VALTER ALENCAR,  665;SAO PEDRO;297
97;504;CENTRO UNIVERSITÁRIO SANTO AGOSTINHO - UNIFSA;AV. PROF. VALTER ALENCAR,  665;SAO PEDRO;299
97;505;CENTRO UNIVERSITÁRIO SANTO AGOSTINHO - UNIFSA;AV. PROF. VALTER ALENCAR,  665;SAO PEDRO;300
97;506;CENTRO UNIVERSITÁRIO SANTO AGOSTINHO - UNIFSA;AV. PROF. VALTER ALENCAR,  665;SAO PEDRO;297
97;554;CENTRO UNIVERSITÁRIO SANTO AGOSTINHO - UNIFSA;AV. PROF. VALTER ALENCAR,  665;SAO PEDRO;299
97;598;CENTRO UNIVERSITÁRIO SANTO AGOSTINHO - UNIFSA;AV. PROF. VALTER ALENCAR,  665;SAO PEDRO;299
97;617;CENTRO UNIVERSITÁRIO SANTO AGOSTINHO - UNIFSA;AV. PROF. VALTER ALENCAR,  665;SAO PEDRO;297
97;306;CETI INTEGRADO ANGELIM;RUA INÁCIO SOARES, 1299;ANGELIM;273
97;334;CETI INTEGRADO ANGELIM;RUA INÁCIO SOARES, 1299;ANGELIM;276
97;553;CETI INTEGRADO ANGELIM;RUA INÁCIO SOARES, 1299;ANGELIM;269
97;600;CETI INTEGRADO ANGELIM;RUA INÁCIO SOARES, 1299;ANGELIM;261
97;140;CETI PROFESSORA ÁUREA FREIRE;PRACA JOSE OLIMPIO S/N;SACI;274
97;141;CETI PROFESSORA ÁUREA FREIRE;PRACA JOSE OLIMPIO S/N;SACI;278
97;142;CETI PROFESSORA ÁUREA FREIRE;PRACA JOSE OLIMPIO S/N;SACI;272
97;143;CETI PROFESSORA ÁUREA FREIRE;PRACA JOSE OLIMPIO S/N;SACI;278
97;144;CETI PROFESSORA ÁUREA FREIRE;PRACA JOSE OLIMPIO S/N;SACI;284
97;547;CETI PROFESSORA ÁUREA FREIRE;PRACA JOSE OLIMPIO S/N;SACI;276
97;625;CETI PROFESSORA ÁUREA FREIRE;PRACA JOSE OLIMPIO S/N;SACI;298
97;642;CETI PROFESSORA ÁUREA FREIRE;PRACA JOSE OLIMPIO S/N;SACI;300
97;647;CETI PROFESSORA ÁUREA FREIRE;PRACA JOSE OLIMPIO S/N;SACI;103
97;296;CMEI CASTRO ALVES;RUA PROJETADA 7, N. 7807 - PARQUE ELIANA;ANGELIM;293
97;628;CMEI CASTRO ALVES;RUA PROJETADA 7, N. 7807 - PARQUE ELIANA;ANGELIM;290
97;646;CMEI CASTRO ALVES;RUA PROJETADA 7, N. 7807 - PARQUE ELIANA;ANGELIM;67
97;629;CMEI IRMÃ DULCE;RUA BAÚ, 3256;VILA IRMA DULCE;295
97;636;CMEI IRMÃ DULCE;RUA BAÚ, 3256;VILA IRMA DULCE;295
97;63;CMEI JESUS DIOCESANO (ANTIGA U.E. CIPRIANO LEITE);RUA RAIMUNDA CARDOSO, 1551;PARQUE PIAUI;254
97;64;CMEI JESUS DIOCESANO (ANTIGA U.E. CIPRIANO LEITE);RUA RAIMUNDA CARDOSO, 1551;PARQUE PIAUI;248
97;65;CMEI JESUS DIOCESANO (ANTIGA U.E. CIPRIANO LEITE);RUA RAIMUNDA CARDOSO, 1551;PARQUE PIAUI;252
97;623;CMEI JESUS DIOCESANO (ANTIGA U.E. CIPRIANO LEITE);RUA RAIMUNDA CARDOSO, 1551;PARQUE PIAUI;58
97;638;CMEI LINDALMA CARVALHO SOARES;RUA CINCO, 3842;TERESINA SUL II;173
97;608;CMEI PARQUE VITÓRIA;AV. GOVERNADOR ROCHA FURTADO, 3433;PARQUE VITÓRIA;261
97;630;CMEI RENATINHA;AV. ULISSES GUIMARÃES, 2121;PROMORAR;295
97;633;CMEI RENATINHA;AV. ULISSES GUIMARÃES, 2121;PROMORAR;299
